,uf,municipio,porte,4661300,4683400,4530704,3314711,3314712,4619200,cnpj_basico
1615,BA,3411,Sem Parceria,0,0,0,0,0,1,19
1616,BA,3411,Sem Parceria,0,0,0,0,1,0,1
1617,BA,3411,Sem Parceria,0,0,1,0,0,0,8
1618,BA,3411,Sem Parceria,0,1,0,0,0,0,5
1619,BA,3411,Sem Parceria,1,0,0,0,0,0,1
1620,BA,3411,Sem Parceria,1,1,0,0,0,0,2
1621,BA,3413,Sem Parceria,0,0,0,0,0,1,171
1622,BA,3413,Sem Parceria,0,0,0,0,1,0,4
1623,BA,3413,Sem Parceria,0,0,0,1,0,0,14
1624,BA,3413,Sem Parceria,0,0,0,1,1,0,1
1625,BA,3413,Sem Parceria,0,0,1,0,0,0,181
1626,BA,3413,Sem Parceria,0,0,1,0,1,0,1
1627,BA,3413,Sem Parceria,0,1,0,0,0,0,35
1628,BA,3413,Sem Parceria,0,1,1,0,0,0,1
1629,BA,3413,Sem Parceria,1,0,0,0,0,0,4
1630,BA,3413,Sem Parceria,1,0,0,0,0,1,1
1631,BA,3413,Sem Parceria,1,1,0,1,0,0,1
1632,BA,3415,Sem Parceria,0,0,0,0,0,1,7
1633,BA,3415,Sem Parceria,0,0,0,0,1,0,1
1634,BA,3415,Sem Parceria,0,0,0,1,0,0,7
1635,BA,3415,Sem Parceria,0,0,0,1,1,0,1
1636,BA,3415,Sem Parceria,0,0,1,0,0,0,26
1637,BA,3415,Sem Parceria,0,0,1,1,0,0,1
1638,BA,3415,Sem Parceria,0,1,0,0,0,0,11
1639,BA,3417,Sem Parceria,0,0,0,0,0,1,6
1640,BA,3417,Sem Parceria,0,0,0,0,1,0,1
1641,BA,3417,Sem Parceria,0,0,0,1,0,0,2
1642,BA,3417,Sem Parceria,0,0,1,0,0,0,7
1643,BA,3417,Sem Parceria,0,1,0,0,0,0,1
1644,BA,3417,Sem Parceria,1,0,0,0,0,0,2
1645,BA,3419,Sem Parceria,0,0,0,0,0,1,10
1646,BA,3419,Sem Parceria,0,0,0,0,1,0,1
1647,BA,3419,Sem Parceria,0,0,0,1,0,0,2
1648,BA,3419,Sem Parceria,0,0,0,1,1,0,1
1649,BA,3419,Sem Parceria,0,0,1,0,0,0,36
1650,BA,3419,Sem Parceria,0,1,0,0,0,0,4
1651,BA,3419,Sem Parceria,0,1,1,0,0,0,1
1652,BA,3419,Sem Parceria,1,0,0,0,0,0,6
1653,BA,3419,Sem Parceria,1,1,0,0,0,0,3
1654,BA,3419,Sem Parceria,1,1,0,0,0,1,1
1655,BA,3421,Sem Parceria,0,0,1,0,0,0,3
1656,BA,3423,Sem Parceria,0,0,0,0,0,1,5
1657,BA,3423,Sem Parceria,0,0,0,1,0,0,1
1658,BA,3423,Sem Parceria,0,0,0,1,1,0,1
1659,BA,3423,Sem Parceria,0,0,1,0,0,0,4
1660,BA,3423,Sem Parceria,0,1,0,0,0,0,3
1661,BA,3423,Sem Parceria,1,0,1,1,1,0,1
1662,BA,3423,Sem Parceria,1,1,0,0,0,0,2
1663,BA,3425,Sem Parceria,0,0,0,0,0,1,8
1664,BA,3425,Sem Parceria,0,0,0,1,0,0,4
1665,BA,3425,Sem Parceria,0,0,0,1,1,0,1
1666,BA,3425,Sem Parceria,0,0,1,0,0,0,16
1667,BA,3425,Sem Parceria,0,0,1,1,0,0,1
1668,BA,3425,Sem Parceria,0,0,1,1,1,0,1
1669,BA,3425,Sem Parceria,0,1,0,0,0,0,3
1670,BA,3425,Sem Parceria,1,0,0,0,0,0,3
1671,BA,3427,Sem Parceria,0,0,0,0,0,1,4
1672,BA,3429,Sem Parceria,0,0,0,0,0,1,20
1673,BA,3429,Sem Parceria,0,0,0,0,1,0,1
1674,BA,3429,Sem Parceria,0,0,0,1,0,0,1
1675,BA,3429,Sem Parceria,0,0,0,1,1,0,1
1676,BA,3429,Sem Parceria,0,0,1,0,0,0,79
1677,BA,3429,Sem Parceria,0,0,1,0,1,0,1
1678,BA,3429,Sem Parceria,0,1,0,0,0,0,22
1679,BA,3429,Sem Parceria,0,1,0,0,0,1,2
1680,BA,3429,Sem Parceria,1,0,0,0,0,0,7
1681,BA,3431,Sem Parceria,0,0,0,0,0,1,2
1682,BA,3431,Sem Parceria,0,0,0,1,0,0,4
1683,BA,3431,Sem Parceria,0,0,1,0,0,0,2
1684,BA,3433,Sem Parceria,0,0,0,0,0,1,3
1685,BA,3433,Sem Parceria,0,0,0,1,0,0,1
1686,BA,3433,Sem Parceria,0,0,1,0,0,0,13
1687,BA,3433,Sem Parceria,0,1,0,0,0,0,1
1688,BA,3435,Sem Parceria,0,0,0,0,0,1,9
1689,BA,3435,Sem Parceria,0,0,1,0,0,0,28
1690,BA,3435,Sem Parceria,0,0,1,1,1,0,1
1691,BA,3435,Sem Parceria,1,0,0,0,0,0,4
1692,BA,3435,Sem Parceria,1,0,0,1,0,0,1
1693,BA,3435,Sem Parceria,1,0,1,0,0,0,1
1694,BA,3437,Parceiros,1,0,0,0,0,0,1
1695,BA,3437,Sem Parceria,0,0,0,0,0,1,2
1696,BA,3437,Sem Parceria,0,0,1,0,0,0,2
1697,BA,3437,Sem Parceria,0,0,1,1,1,0,2
1698,BA,3439,Sem Parceria,0,0,0,0,0,1,5
1699,BA,3439,Sem Parceria,0,0,1,0,0,0,2
1700,BA,3439,Sem Parceria,0,1,0,0,0,0,1
1701,BA,3439,Sem Parceria,0,1,1,0,0,0,2
1702,BA,3441,Sem Parceria,0,0,0,0,0,1,1
1703,BA,3441,Sem Parceria,0,0,0,1,1,0,1
1704,BA,3441,Sem Parceria,0,0,1,0,0,0,8
1705,BA,3441,Sem Parceria,0,1,0,0,0,0,2
1706,BA,3441,Sem Parceria,1,0,0,0,0,0,1
1707,BA,3441,Sem Parceria,1,1,0,1,0,0,1
1708,BA,3443,Sem Parceria,0,0,0,0,0,1,6
1709,BA,3443,Sem Parceria,0,0,0,0,1,0,1
1710,BA,3443,Sem Parceria,0,0,0,1,0,0,1
1711,BA,3443,Sem Parceria,0,0,0,1,1,0,2
1712,BA,3443,Sem Parceria,0,0,1,0,0,0,21
1713,BA,3443,Sem Parceria,0,0,1,0,1,0,1
1714,BA,3443,Sem Parceria,0,1,0,0,0,0,5
1715,BA,3443,Sem Parceria,1,0,0,0,0,0,1
1716,BA,3443,Sem Parceria,1,1,0,0,0,0,1
1717,BA,3445,Sem Parceria,0,0,0,0,0,1,6
1718,BA,3445,Sem Parceria,0,0,0,1,1,0,1
1719,BA,3445,Sem Parceria,0,0,1,0,0,0,11
1720,BA,3445,Sem Parceria,1,0,0,0,0,0,1
1721,BA,3447,Sem Parceria,0,0,0,0,0,1,7
1722,BA,3447,Sem Parceria,0,0,0,0,1,0,2
1723,BA,3447,Sem Parceria,0,0,1,0,0,0,3
1724,BA,3447,Sem Parceria,1,0,0,0,0,0,1
1725,BA,3449,Sem Parceria,0,0,0,0,0,1,21
1726,BA,3449,Sem Parceria,0,0,0,1,0,0,2
1727,BA,3449,Sem Parceria,0,0,0,1,1,0,2
1728,BA,3449,Sem Parceria,0,0,1,0,0,0,43
1729,BA,3449,Sem Parceria,0,0,1,0,1,0,2
1730,BA,3449,Sem Parceria,0,1,0,0,0,0,2
1731,BA,3449,Sem Parceria,1,0,0,0,0,0,1
1732,BA,3451,Sem Parceria,0,0,0,0,0,1,3
1733,BA,3451,Sem Parceria,0,0,1,0,0,0,7
1734,BA,3453,Sem Parceria,0,0,0,0,0,1,1
1735,BA,3453,Sem Parceria,0,0,1,0,0,0,5
1736,BA,3453,Sem Parceria,0,1,0,0,0,0,1
1737,BA,3455,Sem Parceria,0,0,0,0,0,1,18
1738,BA,3455,Sem Parceria,0,0,0,0,1,0,4
1739,BA,3455,Sem Parceria,0,0,1,0,0,0,23
1740,BA,3455,Sem Parceria,0,0,1,1,1,0,1
1741,BA,3455,Sem Parceria,0,1,0,0,0,0,6
1742,BA,3455,Sem Parceria,1,0,0,0,0,0,1
1743,BA,3457,Sem Parceria,0,0,0,0,0,1,7
1744,BA,3457,Sem Parceria,0,0,1,0,0,0,11
1745,BA,3457,Sem Parceria,1,1,0,0,0,0,1
1746,BA,3459,Sem Parceria,0,0,0,0,0,1,9
1747,BA,3459,Sem Parceria,0,0,1,0,0,0,7
1748,BA,3459,Sem Parceria,0,1,0,0,0,0,1
1749,BA,3461,Sem Parceria,0,0,0,0,0,1,3
1750,BA,3461,Sem Parceria,0,0,1,0,0,0,5
1751,BA,3461,Sem Parceria,0,0,1,1,1,0,1
1752,BA,3461,Sem Parceria,0,1,0,0,0,0,1
1753,BA,3461,Sem Parceria,0,1,0,0,0,1,1
1754,BA,3461,Sem Parceria,1,0,0,0,0,0,2
1755,BA,3461,Sem Parceria,1,1,0,0,0,0,1
1756,BA,3463,Sem Parceria,0,0,0,0,0,1,9
1757,BA,3463,Sem Parceria,0,0,0,1,0,0,1
1758,BA,3463,Sem Parceria,0,0,1,0,0,0,9
1759,BA,3463,Sem Parceria,0,1,0,0,0,0,15
1760,BA,3463,Sem Parceria,1,0,0,0,0,0,2
1761,BA,3463,Sem Parceria,1,0,0,1,0,1,1
1762,BA,3465,Sem Parceria,0,0,0,0,0,1,3
1763,BA,3465,Sem Parceria,0,0,1,0,0,0,4
1764,BA,3465,Sem Parceria,0,1,0,0,0,0,1
1765,BA,3465,Sem Parceria,1,1,0,0,0,0,1
1766,BA,3467,Sem Parceria,0,0,0,0,0,1,37
1767,BA,3467,Sem Parceria,0,0,0,0,1,0,3
1768,BA,3467,Sem Parceria,0,0,0,1,0,0,2
1769,BA,3467,Sem Parceria,0,0,1,0,0,0,124
1770,BA,3467,Sem Parceria,0,0,1,0,1,0,1
1771,BA,3467,Sem Parceria,1,0,0,0,0,0,3
1772,BA,3467,Sem Parceria,1,0,0,1,0,0,1
1773,BA,3467,Sem Parceria,1,0,1,0,0,0,1
1774,BA,3467,Sem Parceria,1,1,0,0,0,0,2
1775,BA,3469,Sem Parceria,0,0,0,0,0,1,581
1776,BA,3469,Sem Parceria,0,0,0,0,1,0,5
1777,BA,3469,Sem Parceria,0,0,0,1,0,0,1
1778,BA,3469,Sem Parceria,0,0,0,1,1,0,1
1779,BA,3469,Sem Parceria,0,0,1,0,0,0,46
1780,BA,3469,Sem Parceria,0,0,1,1,1,0,1
1781,BA,3469,Sem Parceria,0,1,0,0,0,0,4
1782,BA,3469,Sem Parceria,1,0,0,0,0,0,3
1783,BA,3469,Sem Parceria,1,1,0,0,0,0,6
1784,BA,3469,Sem Parceria,1,1,0,0,0,1,1
1785,BA,3471,Sem Parceria,0,0,0,0,0,1,2
1786,BA,3471,Sem Parceria,0,0,1,0,0,0,9
1787,BA,3471,Sem Parceria,0,1,0,0,0,0,2
1788,BA,3471,Sem Parceria,1,0,0,0,0,0,1
1789,BA,3473,Sem Parceria,0,0,0,0,0,1,4
1790,BA,3473,Sem Parceria,0,0,0,0,1,0,1
1791,BA,3473,Sem Parceria,0,0,0,1,0,0,4
1792,BA,3473,Sem Parceria,0,0,1,0,0,0,6
1793,BA,3473,Sem Parceria,1,1,0,0,0,0,1
1794,BA,3475,Sem Parceria,0,1,0,0,0,0,2
1795,BA,3475,Sem Parceria,1,1,0,0,0,0,1
1796,BA,3475,Sem Parceria,1,1,0,1,0,0,1
1797,BA,3477,Sem Parceria,0,0,0,0,0,1,15
1798,BA,3477,Sem Parceria,0,0,0,0,1,0,1
1799,BA,3477,Sem Parceria,0,0,1,0,0,0,11
1800,BA,3477,Sem Parceria,0,1,0,0,0,0,1
1801,BA,3477,Sem Parceria,0,1,0,0,0,1,1
1802,BA,3477,Sem Parceria,1,1,0,0,0,0,5
1803,BA,3479,Sem Parceria,0,0,0,0,0,1,6
1804,BA,3479,Sem Parceria,0,0,0,0,1,0,1
1805,BA,3479,Sem Parceria,0,0,1,0,0,0,6
1806,BA,3479,Sem Parceria,0,1,0,0,0,0,1
1807,BA,3479,Sem Parceria,1,0,0,0,0,0,1
1808,BA,3481,Sem Parceria,0,0,0,0,0,1,3
1809,BA,3481,Sem Parceria,0,0,1,0,0,0,3
1810,BA,3481,Sem Parceria,0,1,0,0,0,0,2
1811,BA,3481,Sem Parceria,0,1,0,0,0,1,1
1812,BA,3483,Sem Parceria,0,0,1,0,0,0,1
1813,BA,3483,Sem Parceria,0,1,0,0,0,0,3
1814,BA,3483,Sem Parceria,1,0,0,0,0,0,3
1815,BA,3483,Sem Parceria,1,1,0,0,0,0,1
1816,BA,3483,Sem Parceria,1,1,0,0,0,1,1
1817,BA,3485,Parceiros,1,0,0,1,0,0,1
1818,BA,3485,Parceiros,1,0,0,1,1,0,1
1819,BA,3485,Parceiros,1,0,0,1,1,1,1
1820,BA,3485,Parceiros,1,1,0,0,0,0,1
1821,BA,3485,Sem Parceria,0,0,0,0,0,1,5
1822,BA,3485,Sem Parceria,0,0,0,0,1,0,6
1823,BA,3485,Sem Parceria,0,0,0,1,0,0,17
1824,BA,3485,Sem Parceria,0,0,0,1,1,0,11
1825,BA,3485,Sem Parceria,0,0,1,0,0,0,29
1826,BA,3485,Sem Parceria,0,0,1,0,1,0,2
1827,BA,3485,Sem Parceria,0,0,1,1,0,0,1
1828,BA,3485,Sem Parceria,0,0,1,1,1,0,3
1829,BA,3485,Sem Parceria,0,1,0,0,0,0,37
1830,BA,3485,Sem Parceria,0,1,0,0,0,1,4
1831,BA,3485,Sem Parceria,1,0,0,0,0,0,13
1832,BA,3485,Sem Parceria,1,0,0,0,1,0,1
1833,BA,3485,Sem Parceria,1,0,0,1,0,0,3
1834,BA,3485,Sem Parceria,1,0,0,1,0,1,1
1835,BA,3485,Sem Parceria,1,0,0,1,1,0,7
1836,BA,3485,Sem Parceria,1,1,0,0,0,0,8
1837,BA,3485,Sem Parceria,1,1,0,1,0,0,2
1838,BA,3485,Sem Parceria,1,1,0,1,1,1,3
1839,BA,3487,Sem Parceria,0,0,0,0,0,1,8
1840,BA,3487,Sem Parceria,0,0,0,0,1,0,1
1841,BA,3487,Sem Parceria,0,0,0,1,0,0,2
1842,BA,3487,Sem Parceria,0,0,1,0,0,0,4
1843,BA,3487,Sem Parceria,0,1,0,0,0,0,3
1844,BA,3489,Sem Parceria,0,0,0,0,1,0,1
1845,BA,3489,Sem Parceria,0,1,0,0,0,0,1
1846,BA,3491,Sem Parceria,0,0,0,0,0,1,4
1847,BA,3491,Sem Parceria,0,0,0,1,0,0,1
1848,BA,3491,Sem Parceria,0,0,0,1,1,0,3
1849,BA,3491,Sem Parceria,0,0,1,0,0,0,5
1850,BA,3491,Sem Parceria,0,1,0,0,0,0,3
1851,BA,3493,Sem Parceria,0,0,0,0,0,1,1
1852,BA,3493,Sem Parceria,0,0,1,0,0,0,3
1853,BA,3493,Sem Parceria,0,1,0,0,0,0,2
1854,BA,3495,Sem Parceria,0,0,0,0,0,1,40
1855,BA,3495,Sem Parceria,0,0,0,0,1,0,2
1856,BA,3495,Sem Parceria,0,0,0,1,0,0,11
1857,BA,3495,Sem Parceria,0,0,1,0,0,0,55
1858,BA,3495,Sem Parceria,0,0,1,0,1,0,1
1859,BA,3495,Sem Parceria,0,1,0,0,0,0,7
1860,BA,3495,Sem Parceria,0,1,0,1,0,1,1
1861,BA,3495,Sem Parceria,1,0,0,0,0,0,9
1862,BA,3495,Sem Parceria,1,1,0,0,0,0,5
1863,BA,3497,Sem Parceria,0,0,0,0,0,1,1
1864,BA,3497,Sem Parceria,0,0,1,0,0,0,16
1865,BA,3497,Sem Parceria,0,1,0,0,0,0,6
1866,BA,3497,Sem Parceria,1,0,0,0,0,0,6
1867,BA,3497,Sem Parceria,1,1,0,0,0,0,5
1868,BA,3499,Sem Parceria,0,0,0,0,0,1,1
1869,BA,3499,Sem Parceria,0,0,1,0,0,0,2
1870,BA,3499,Sem Parceria,0,0,1,0,1,0,1
1871,BA,3501,Sem Parceria,0,0,0,0,0,1,4
1872,BA,3501,Sem Parceria,0,0,1,0,0,0,1
1873,BA,3501,Sem Parceria,0,1,0,0,0,0,4
1874,BA,3501,Sem Parceria,1,0,0,1,0,0,1
1875,BA,3501,Sem Parceria,1,1,0,0,0,0,1
1876,BA,3503,Sem Parceria,0,0,0,0,0,1,1
1877,BA,3505,Sem Parceria,0,0,0,0,0,1,2
1878,BA,3505,Sem Parceria,0,0,1,0,0,0,3
1879,BA,3505,Sem Parceria,0,1,0,0,0,0,2
1880,BA,3507,Sem Parceria,0,0,0,0,0,1,1
1881,BA,3507,Sem Parceria,0,0,1,0,0,0,11
1882,BA,3507,Sem Parceria,0,0,1,0,1,0,1
1883,BA,3507,Sem Parceria,0,1,0,0,0,0,4
1884,BA,3507,Sem Parceria,0,1,0,1,0,0,1
1885,BA,3507,Sem Parceria,1,0,0,1,1,0,1
1886,BA,3507,Sem Parceria,1,1,0,0,0,0,2
1887,BA,3509,Parceiros,0,0,0,0,1,0,1
1888,BA,3509,Sem Parceria,0,0,0,0,0,1,11
1889,BA,3509,Sem Parceria,0,0,0,0,1,0,3
1890,BA,3509,Sem Parceria,0,0,0,1,0,0,1
1891,BA,3509,Sem Parceria,0,0,0,1,1,0,1
1892,BA,3509,Sem Parceria,0,0,1,0,0,0,44
1893,BA,3509,Sem Parceria,0,0,1,0,1,0,1
1894,BA,3509,Sem Parceria,0,1,0,0,0,0,4
1895,BA,3509,Sem Parceria,0,1,1,0,0,0,3
1896,BA,3509,Sem Parceria,1,0,0,0,0,0,2
1897,BA,3509,Sem Parceria,1,0,1,0,0,0,1
1898,BA,3511,Sem Parceria,0,0,0,0,0,1,3
1899,BA,3511,Sem Parceria,0,0,0,1,0,0,1
1900,BA,3511,Sem Parceria,0,0,1,0,0,0,22
1901,BA,3511,Sem Parceria,0,0,1,1,0,0,1
1902,BA,3511,Sem Parceria,0,1,0,0,0,0,1
1903,BA,3511,Sem Parceria,1,0,0,0,0,0,3
1904,BA,3513,Sem Parceria,0,0,0,0,0,1,26
1905,BA,3513,Sem Parceria,0,0,1,0,0,0,42
1906,BA,3513,Sem Parceria,0,0,1,0,1,0,1
1907,BA,3513,Sem Parceria,0,1,0,0,0,0,3
1908,BA,3513,Sem Parceria,1,0,0,0,0,0,6
1909,BA,3513,Sem Parceria,1,0,1,0,0,0,1
1910,BA,3515,Parceiros,0,0,0,1,1,0,1
1911,BA,3515,Parceiros,1,0,0,1,1,0,1
1912,BA,3515,Sem Parceria,0,0,0,0,0,1,1175
1913,BA,3515,Sem Parceria,0,0,0,0,1,0,20
1914,BA,3515,Sem Parceria,0,0,0,1,0,0,34
1915,BA,3515,Sem Parceria,0,0,0,1,1,0,7
1916,BA,3515,Sem Parceria,0,0,1,0,0,0,1269
1917,BA,3515,Sem Parceria,0,0,1,0,0,1,7
1918,BA,3515,Sem Parceria,0,0,1,0,1,0,7
1919,BA,3515,Sem Parceria,0,0,1,1,1,0,2
1920,BA,3515,Sem Parceria,0,1,0,0,0,0,39
1921,BA,3515,Sem Parceria,0,1,0,0,0,1,2
1922,BA,3515,Sem Parceria,0,1,0,1,0,0,1
1923,BA,3515,Sem Parceria,1,0,0,0,0,0,84
1924,BA,3515,Sem Parceria,1,0,0,0,0,1,3
1925,BA,3515,Sem Parceria,1,0,0,1,0,0,4
1926,BA,3515,Sem Parceria,1,0,0,1,1,0,2
1927,BA,3515,Sem Parceria,1,0,1,0,0,0,6
1928,BA,3515,Sem Parceria,1,0,1,0,0,1,1
1929,BA,3515,Sem Parceria,1,0,1,0,1,0,2
1930,BA,3515,Sem Parceria,1,0,1,1,1,0,1
1931,BA,3515,Sem Parceria,1,1,0,0,0,0,2
1932,BA,3515,Sem Parceria,1,1,0,0,0,1,2
1933,BA,3515,Sem Parceria,1,1,0,0,1,0,2
1934,BA,3515,Sem Parceria,1,1,0,1,0,0,7
1935,BA,3515,Sem Parceria,1,1,0,1,0,1,6
1936,BA,3515,Sem Parceria,1,1,0,1,1,0,2
1937,BA,3517,Sem Parceria,0,0,1,0,0,0,1
1938,BA,3519,Sem Parceria,0,0,0,0,0,1,5
1939,BA,3519,Sem Parceria,0,0,1,0,0,0,7
1940,BA,3521,Sem Parceria,0,0,0,0,0,1,6
1941,BA,3521,Sem Parceria,0,0,0,1,0,0,5
1942,BA,3521,Sem Parceria,0,0,0,1,1,0,3
1943,BA,3521,Sem Parceria,0,0,1,0,0,0,13
1944,BA,3521,Sem Parceria,0,1,0,0,0,0,15
1945,BA,3521,Sem Parceria,1,0,0,0,0,0,2
1946,BA,3521,Sem Parceria,1,0,0,1,1,0,1
1947,BA,3521,Sem Parceria,1,0,0,1,1,1,1
1948,BA,3521,Sem Parceria,1,1,0,0,0,0,2
1949,BA,3521,Sem Parceria,1,1,0,1,1,1,1
1950,BA,3523,Sem Parceria,0,0,0,0,0,1,32
1951,BA,3523,Sem Parceria,0,0,0,1,0,0,2
1952,BA,3523,Sem Parceria,0,0,0,1,1,0,2
1953,BA,3523,Sem Parceria,0,0,1,0,0,0,31
1954,BA,3523,Sem Parceria,0,0,1,0,0,1,1
1955,BA,3523,Sem Parceria,0,1,0,0,0,0,13
1956,BA,3523,Sem Parceria,0,1,0,1,0,1,1
1957,BA,3523,Sem Parceria,0,1,1,0,0,0,1
1958,BA,3523,Sem Parceria,1,0,0,0,0,0,3
1959,BA,3523,Sem Parceria,1,0,0,1,0,0,1
1960,BA,3523,Sem Parceria,1,0,1,1,1,0,1
1961,BA,3523,Sem Parceria,1,1,0,0,0,0,2
1962,BA,3525,Sem Parceria,0,0,0,0,1,0,1
1963,BA,3525,Sem Parceria,0,0,1,0,0,0,4
1964,BA,3527,Sem Parceria,0,0,0,0,0,1,2
1965,BA,3527,Sem Parceria,0,0,1,0,0,0,3
1966,BA,3527,Sem Parceria,0,1,0,0,0,0,1
1967,BA,3527,Sem Parceria,1,0,0,0,0,0,2
1968,BA,3527,Sem Parceria,1,1,0,0,0,0,1
1969,BA,3529,Sem Parceria,0,0,0,1,0,0,2
1970,BA,3529,Sem Parceria,0,0,0,1,1,0,1
1971,BA,3529,Sem Parceria,0,0,1,0,0,0,1
1972,BA,3531,Sem Parceria,0,0,0,0,0,1,9
1973,BA,3531,Sem Parceria,0,0,0,0,1,0,1
1974,BA,3531,Sem Parceria,0,0,1,0,0,0,10
1975,BA,3531,Sem Parceria,0,1,0,0,0,0,5
1976,BA,3533,Sem Parceria,0,0,0,0,0,1,68
1977,BA,3533,Sem Parceria,0,0,0,0,1,0,8
1978,BA,3533,Sem Parceria,0,0,0,1,0,0,24
1979,BA,3533,Sem Parceria,0,0,0,1,1,0,5
1980,BA,3533,Sem Parceria,0,0,1,0,0,0,117
1981,BA,3533,Sem Parceria,0,0,1,0,0,1,1
1982,BA,3533,Sem Parceria,0,0,1,0,1,0,2
1983,BA,3533,Sem Parceria,0,0,1,1,0,0,1
1984,BA,3533,Sem Parceria,0,0,1,1,1,0,5
1985,BA,3533,Sem Parceria,0,1,0,0,0,0,16
1986,BA,3533,Sem Parceria,0,1,0,0,0,1,1
1987,BA,3533,Sem Parceria,1,0,0,0,0,0,14
1988,BA,3533,Sem Parceria,1,0,0,0,1,0,3
1989,BA,3533,Sem Parceria,1,0,0,1,0,0,3
1990,BA,3533,Sem Parceria,1,0,0,1,1,0,1
1991,BA,3533,Sem Parceria,1,1,0,0,0,0,1
1992,BA,3533,Sem Parceria,1,1,0,0,0,1,2
1993,BA,3533,Sem Parceria,1,1,0,1,0,1,1
1994,BA,3533,Sem Parceria,1,1,1,0,0,0,1
1995,BA,3535,Sem Parceria,0,0,1,0,0,0,2
1996,BA,3535,Sem Parceria,0,1,0,0,0,0,3
1997,BA,3537,Sem Parceria,0,0,0,0,0,1,2
1998,BA,3537,Sem Parceria,0,0,0,1,0,0,1
1999,BA,3537,Sem Parceria,0,0,1,0,0,0,12
2000,BA,3537,Sem Parceria,0,1,0,0,0,0,3
2001,BA,3537,Sem Parceria,0,1,1,0,0,0,1
2002,BA,3537,Sem Parceria,1,1,0,0,0,0,1
2003,BA,3537,Sem Parceria,1,1,1,0,0,0,1
2004,BA,3539,Sem Parceria,0,0,0,1,0,0,1
2005,BA,3539,Sem Parceria,0,0,1,0,0,0,3
2006,BA,3539,Sem Parceria,0,0,1,0,1,0,1
2007,BA,3539,Sem Parceria,0,1,0,0,0,0,1
2008,BA,3539,Sem Parceria,1,0,0,0,0,0,2
2009,BA,3539,Sem Parceria,1,1,0,0,0,0,1
2010,BA,3541,Sem Parceria,0,0,0,0,0,1,22
2011,BA,3541,Sem Parceria,0,0,0,0,1,0,1
2012,BA,3541,Sem Parceria,0,0,0,1,0,0,1
2013,BA,3541,Sem Parceria,0,0,0,1,1,0,1
2014,BA,3541,Sem Parceria,0,0,1,0,0,0,17
2015,BA,3541,Sem Parceria,0,1,0,0,0,0,1
2016,BA,3541,Sem Parceria,1,0,0,0,0,0,1
2017,BA,3543,Sem Parceria,0,0,0,0,0,1,2
2018,BA,3543,Sem Parceria,0,0,0,1,0,0,8
2019,BA,3543,Sem Parceria,0,0,0,1,1,0,5
2020,BA,3543,Sem Parceria,0,0,1,0,0,0,8
2021,BA,3543,Sem Parceria,0,1,0,0,0,0,22
2022,BA,3543,Sem Parceria,0,1,0,1,0,0,2
2023,BA,3543,Sem Parceria,1,0,0,0,0,0,2
2024,BA,3543,Sem Parceria,1,1,0,0,0,0,4
2025,BA,3545,Sem Parceria,0,0,0,0,0,1,6
2026,BA,3545,Sem Parceria,0,0,1,0,0,0,5
2027,BA,3545,Sem Parceria,0,1,0,0,0,0,3
2028,BA,3547,Sem Parceria,0,0,0,0,0,1,4
2029,BA,3547,Sem Parceria,0,0,1,0,0,0,1
2030,BA,3547,Sem Parceria,0,1,0,0,0,0,4
2031,BA,3547,Sem Parceria,1,1,0,0,0,0,2
2032,BA,3549,Sem Parceria,0,0,0,0,0,1,5
2033,BA,3549,Sem Parceria,0,0,1,0,0,0,5
2034,BA,3549,Sem Parceria,1,0,0,0,0,0,1
2035,BA,3549,Sem Parceria,1,1,0,0,0,0,1
2036,BA,3551,Sem Parceria,0,0,0,0,0,1,5
2037,BA,3551,Sem Parceria,0,0,0,1,0,0,1
2038,BA,3551,Sem Parceria,0,0,0,1,1,0,1
2039,BA,3551,Sem Parceria,0,0,1,0,0,0,11
2040,BA,3551,Sem Parceria,1,0,0,0,0,0,1
2041,BA,3553,Sem Parceria,0,0,1,0,0,0,1
2042,BA,3555,Sem Parceria,0,0,0,0,0,1,2
2043,BA,3555,Sem Parceria,0,0,0,0,1,0,1
2044,BA,3555,Sem Parceria,0,0,0,1,0,0,4
2045,BA,3555,Sem Parceria,0,0,1,0,0,0,4
2046,BA,3555,Sem Parceria,0,1,0,0,0,0,3
2047,BA,3557,Sem Parceria,0,0,0,0,0,1,3
2048,BA,3557,Sem Parceria,0,0,0,1,0,0,2
2049,BA,3557,Sem Parceria,0,0,1,0,0,0,3
2050,BA,3557,Sem Parceria,1,0,0,0,0,0,1
2051,BA,3559,Sem Parceria,0,0,0,0,0,1,4
2052,BA,3559,Sem Parceria,0,0,0,1,0,0,2
2053,BA,3559,Sem Parceria,0,0,0,1,1,0,1
2054,BA,3559,Sem Parceria,0,0,1,0,0,0,5
2055,BA,3559,Sem Parceria,0,1,0,0,0,0,4
2056,BA,3559,Sem Parceria,1,0,0,0,0,0,2
2057,BA,3561,Sem Parceria,0,0,0,0,0,1,1
2058,BA,3561,Sem Parceria,0,0,1,0,0,0,9
2059,BA,3563,Sem Parceria,0,0,0,0,0,1,4
2060,BA,3563,Sem Parceria,0,0,0,0,1,0,2
2061,BA,3563,Sem Parceria,0,0,1,0,0,0,3
2062,BA,3563,Sem Parceria,0,1,0,0,0,0,1
2063,BA,3565,Sem Parceria,0,0,0,0,0,1,10
2064,BA,3565,Sem Parceria,0,0,0,0,1,0,2
