,uf,municipio,porte,4661300,4683400,4530704,3314711,3314712,4619200,cnpj_basico
23134,RJ,784,Sem Parceria,0,1,0,0,0,0,11
23135,RJ,784,Sem Parceria,1,0,0,0,0,0,1
23136,RJ,784,Sem Parceria,1,0,0,0,1,0,1
23137,RJ,784,Sem Parceria,1,1,0,0,0,0,2
23138,RJ,784,Sem Parceria,1,1,0,0,0,1,1
23139,RJ,786,Sem Parceria,0,0,0,0,0,1,41
23140,RJ,786,Sem Parceria,0,0,0,0,1,0,2
23141,RJ,786,Sem Parceria,0,0,0,1,0,0,2
23142,RJ,786,Sem Parceria,0,0,0,1,1,0,1
23143,RJ,786,Sem Parceria,0,0,1,0,0,0,41
23144,RJ,786,Sem Parceria,0,0,1,0,0,1,1
23145,RJ,786,Sem Parceria,0,0,1,0,1,0,1
23146,RJ,786,Sem Parceria,0,1,0,0,0,0,9
23147,RJ,786,Sem Parceria,1,0,0,0,0,0,7
23148,RJ,786,Sem Parceria,1,1,0,0,0,0,3
23149,RJ,788,Parceiros,0,0,0,1,0,0,1
23150,RJ,788,Sem Parceria,0,0,0,0,0,1,6
23151,RJ,788,Sem Parceria,0,0,0,0,1,0,1
23152,RJ,788,Sem Parceria,0,0,0,1,0,0,3
23153,RJ,788,Sem Parceria,0,0,0,1,1,0,3
23154,RJ,788,Sem Parceria,0,0,1,0,0,0,28
23155,RJ,788,Sem Parceria,0,1,0,0,0,0,1
23156,RJ,788,Sem Parceria,1,0,0,0,0,0,4
23157,RJ,788,Sem Parceria,1,0,0,0,1,0,2
23158,RJ,788,Sem Parceria,1,0,0,1,0,0,2
23159,RJ,788,Sem Parceria,1,0,0,1,1,0,1
23160,RJ,788,Sem Parceria,1,1,0,0,0,0,3
23161,RJ,1116,Sem Parceria,0,0,0,0,0,1,69
23162,RJ,1116,Sem Parceria,0,0,0,0,1,0,2
23163,RJ,1116,Sem Parceria,0,0,0,1,0,0,2
23164,RJ,1116,Sem Parceria,0,0,0,1,1,0,1
23165,RJ,1116,Sem Parceria,0,0,1,0,0,0,108
23166,RJ,1116,Sem Parceria,1,0,0,0,0,0,1
23167,RJ,1116,Sem Parceria,1,0,0,1,0,1,1
23168,RJ,1116,Sem Parceria,1,0,1,0,0,0,1
23169,RJ,2907,Sem Parceria,0,0,0,0,0,1,31
23170,RJ,2907,Sem Parceria,0,0,0,1,0,0,3
23171,RJ,2907,Sem Parceria,0,0,0,1,1,0,2
23172,RJ,2907,Sem Parceria,0,0,1,0,0,0,53
23173,RJ,2907,Sem Parceria,0,0,1,1,0,0,1
23174,RJ,2907,Sem Parceria,0,1,0,0,0,0,1
23175,RJ,2907,Sem Parceria,1,0,0,0,0,0,1
23176,RJ,2907,Sem Parceria,1,0,0,1,0,0,2
23177,RJ,2907,Sem Parceria,1,0,1,1,1,0,1
23178,RJ,2907,Sem Parceria,1,1,0,0,0,0,1
23179,RJ,2907,Sem Parceria,1,1,0,0,0,1,1
23180,RJ,2909,Sem Parceria,0,0,0,0,0,1,115
23181,RJ,2909,Sem Parceria,0,0,0,0,1,0,7
23182,RJ,2909,Sem Parceria,0,0,0,1,0,0,6
23183,RJ,2909,Sem Parceria,0,0,0,1,1,0,1
23184,RJ,2909,Sem Parceria,0,0,1,0,0,0,203
23185,RJ,2909,Sem Parceria,0,0,1,0,0,1,1
23186,RJ,2909,Sem Parceria,0,0,1,0,1,0,1
23187,RJ,2909,Sem Parceria,0,1,0,0,0,0,8
23188,RJ,2909,Sem Parceria,1,0,0,0,0,0,1
23189,RJ,2911,Sem Parceria,0,0,0,0,0,1,35
23190,RJ,2911,Sem Parceria,0,0,0,0,1,0,4
23191,RJ,2911,Sem Parceria,0,0,0,1,0,0,2
23192,RJ,2911,Sem Parceria,0,0,1,0,0,0,98
23193,RJ,2911,Sem Parceria,0,0,1,0,1,0,1
23194,RJ,2911,Sem Parceria,0,1,0,0,0,0,1
23195,RJ,2911,Sem Parceria,1,0,0,0,0,0,2
23196,RJ,2911,Sem Parceria,1,1,0,0,0,0,1
23197,RJ,2913,Sem Parceria,0,0,0,0,0,1,14
23198,RJ,2913,Sem Parceria,0,0,0,1,0,0,2
23199,RJ,2913,Sem Parceria,0,0,1,0,0,0,34
23200,RJ,2913,Sem Parceria,0,0,1,0,1,0,1
23201,RJ,2913,Sem Parceria,0,1,0,0,0,0,2
23202,RJ,2915,Sem Parceria,0,0,0,0,0,1,25
23203,RJ,2915,Sem Parceria,0,0,0,1,1,0,1
23204,RJ,2915,Sem Parceria,0,0,1,0,0,0,21
23205,RJ,2915,Sem Parceria,0,0,1,0,1,0,1
23206,RJ,2915,Sem Parceria,0,0,1,1,1,0,1
23207,RJ,2915,Sem Parceria,1,0,0,0,0,0,10
23208,RJ,2917,Sem Parceria,0,0,0,0,0,1,2
23209,RJ,2917,Sem Parceria,0,0,0,1,0,0,4
23210,RJ,2917,Sem Parceria,0,0,0,1,1,0,5
23211,RJ,2917,Sem Parceria,0,0,1,0,0,0,10
23212,RJ,2917,Sem Parceria,0,0,1,1,0,0,1
23213,RJ,2917,Sem Parceria,0,1,0,0,0,0,2
23214,RJ,2917,Sem Parceria,0,1,0,0,0,1,1
23215,RJ,2917,Sem Parceria,1,0,0,0,0,0,1
23216,RJ,2917,Sem Parceria,1,0,0,1,1,0,2
23217,RJ,2917,Sem Parceria,1,1,0,0,0,0,2
23218,RJ,2917,Sem Parceria,1,1,0,1,0,0,6
23219,RJ,2917,Sem Parceria,1,1,0,1,0,1,1
23220,RJ,2919,Sem Parceria,0,0,0,0,0,1,6
23221,RJ,2919,Sem Parceria,0,0,0,1,0,0,1
23222,RJ,2919,Sem Parceria,0,0,0,1,1,0,2
23223,RJ,2919,Sem Parceria,0,0,1,0,0,0,17
23224,RJ,2919,Sem Parceria,1,0,0,0,0,0,8
23225,RJ,2919,Sem Parceria,1,0,0,0,0,1,1
23226,RJ,2921,Sem Parceria,0,0,0,0,0,1,96
23227,RJ,2921,Sem Parceria,0,0,0,0,1,0,4
23228,RJ,2921,Sem Parceria,0,0,0,1,0,0,2
23229,RJ,2921,Sem Parceria,0,0,0,1,1,0,2
23230,RJ,2921,Sem Parceria,0,0,0,1,1,1,1
23231,RJ,2921,Sem Parceria,0,0,1,0,0,0,158
23232,RJ,2921,Sem Parceria,0,0,1,0,0,1,1
23233,RJ,2921,Sem Parceria,0,1,0,0,0,0,3
23234,RJ,2921,Sem Parceria,1,0,0,0,0,0,5
23235,RJ,2923,Sem Parceria,0,0,0,0,0,1,15
23236,RJ,2923,Sem Parceria,0,0,0,1,0,0,2
23237,RJ,2923,Sem Parceria,0,0,1,0,0,0,5
23238,RJ,2923,Sem Parceria,0,0,1,0,1,0,2
23239,RJ,2923,Sem Parceria,1,0,0,0,0,0,1
23240,RJ,2925,Sem Parceria,0,0,0,0,0,1,69
23241,RJ,2925,Sem Parceria,0,0,1,0,0,0,11
23242,RJ,2925,Sem Parceria,1,0,0,0,0,0,9
23243,RJ,2927,Sem Parceria,0,0,0,0,0,1,127
23244,RJ,2927,Sem Parceria,0,0,1,0,0,0,3
23245,RJ,2927,Sem Parceria,1,0,0,0,0,0,3
23246,RJ,2927,Sem Parceria,1,1,0,0,0,0,1
23247,RJ,5801,Sem Parceria,0,0,0,0,0,1,77
23248,RJ,5801,Sem Parceria,0,0,0,0,1,0,2
23249,RJ,5801,Sem Parceria,0,0,0,1,0,0,10
23250,RJ,5801,Sem Parceria,0,0,0,1,1,0,1
23251,RJ,5801,Sem Parceria,0,0,1,0,0,0,124
23252,RJ,5801,Sem Parceria,0,0,1,0,0,1,2
23253,RJ,5801,Sem Parceria,0,1,0,0,0,0,2
23254,RJ,5801,Sem Parceria,1,0,0,0,0,0,14
23255,RJ,5801,Sem Parceria,1,0,1,0,0,0,5
23256,RJ,5801,Sem Parceria,1,1,0,0,0,0,1
23257,RJ,5803,Sem Parceria,0,0,0,0,0,1,107
23258,RJ,5803,Sem Parceria,0,0,0,0,1,0,4
23259,RJ,5803,Sem Parceria,0,0,0,1,0,0,8
23260,RJ,5803,Sem Parceria,0,0,0,1,1,0,2
23261,RJ,5803,Sem Parceria,0,0,1,0,0,0,105
23262,RJ,5803,Sem Parceria,0,0,1,1,0,0,1
23263,RJ,5803,Sem Parceria,0,0,1,1,1,0,1
23264,RJ,5803,Sem Parceria,0,1,0,0,0,0,5
23265,RJ,5803,Sem Parceria,1,0,0,0,0,0,12
23266,RJ,5803,Sem Parceria,1,0,0,0,0,1,1
23267,RJ,5803,Sem Parceria,1,1,0,0,0,0,5
23268,RJ,5803,Sem Parceria,1,1,0,1,0,0,1
23269,RJ,5803,Sem Parceria,1,1,1,0,0,0,1
23270,RJ,5805,Sem Parceria,0,0,0,0,0,1,140
23271,RJ,5805,Sem Parceria,0,0,0,0,1,0,2
23272,RJ,5805,Sem Parceria,0,0,1,0,0,0,56
23273,RJ,5805,Sem Parceria,0,0,1,0,0,1,1
23274,RJ,5805,Sem Parceria,0,1,0,0,0,0,2
23275,RJ,5805,Sem Parceria,1,0,0,0,0,0,4
23276,RJ,5805,Sem Parceria,1,0,0,1,1,0,1
23277,RJ,5805,Sem Parceria,1,1,0,0,0,0,1
23278,RJ,5807,Sem Parceria,0,0,0,0,0,1,162
23279,RJ,5807,Sem Parceria,0,0,0,0,1,0,1
23280,RJ,5807,Sem Parceria,0,0,0,1,0,0,11
23281,RJ,5807,Sem Parceria,0,0,0,1,1,0,2
23282,RJ,5807,Sem Parceria,0,0,1,0,0,0,125
23283,RJ,5807,Sem Parceria,0,0,1,1,1,0,1
23284,RJ,5807,Sem Parceria,0,1,0,0,0,0,10
23285,RJ,5807,Sem Parceria,0,1,0,0,0,1,2
23286,RJ,5807,Sem Parceria,1,0,0,0,0,0,16
23287,RJ,5807,Sem Parceria,1,0,0,0,0,1,1
23288,RJ,5807,Sem Parceria,1,0,0,1,0,0,7
23289,RJ,5807,Sem Parceria,1,1,0,0,0,0,6
23290,RJ,5807,Sem Parceria,1,1,0,1,0,0,3
23291,RJ,5809,Sem Parceria,0,0,0,0,0,1,16
23292,RJ,5809,Sem Parceria,0,0,0,1,0,0,3
23293,RJ,5809,Sem Parceria,0,0,1,0,0,0,17
23294,RJ,5809,Sem Parceria,0,1,0,0,0,0,8
23295,RJ,5809,Sem Parceria,1,0,0,0,0,0,7
23296,RJ,5809,Sem Parceria,1,0,1,0,0,0,1
23297,RJ,5811,Sem Parceria,0,0,0,0,0,1,24
23298,RJ,5811,Sem Parceria,0,0,0,0,1,0,1
23299,RJ,5811,Sem Parceria,0,0,0,1,0,0,5
23300,RJ,5811,Sem Parceria,0,0,0,1,1,0,2
23301,RJ,5811,Sem Parceria,0,0,1,0,0,0,29
23302,RJ,5811,Sem Parceria,0,1,0,0,0,0,5
23303,RJ,5811,Sem Parceria,0,1,0,1,0,0,1
23304,RJ,5811,Sem Parceria,1,0,0,0,0,0,5
23305,RJ,5813,Sem Parceria,0,0,0,0,0,1,154
23306,RJ,5813,Sem Parceria,0,0,0,0,1,0,3
23307,RJ,5813,Sem Parceria,0,0,0,1,0,0,3
23308,RJ,5813,Sem Parceria,0,0,0,1,1,0,1
23309,RJ,5813,Sem Parceria,0,0,1,0,0,0,182
23310,RJ,5813,Sem Parceria,0,0,1,0,1,0,1
23311,RJ,5813,Sem Parceria,0,1,0,0,0,0,3
23312,RJ,5813,Sem Parceria,0,1,0,0,0,1,1
23313,RJ,5813,Sem Parceria,1,0,0,0,0,0,14
23314,RJ,5813,Sem Parceria,1,0,0,0,0,1,1
23315,RJ,5813,Sem Parceria,1,0,0,1,0,0,1
23316,RJ,5813,Sem Parceria,1,1,0,0,0,0,2
23317,RJ,5815,Sem Parceria,0,0,0,0,0,1,23
23318,RJ,5815,Sem Parceria,0,0,0,0,1,0,1
23319,RJ,5815,Sem Parceria,0,0,0,1,0,0,4
23320,RJ,5815,Sem Parceria,0,0,1,0,0,0,28
23321,RJ,5815,Sem Parceria,0,0,1,0,1,0,1
23322,RJ,5815,Sem Parceria,0,1,0,0,0,0,4
23323,RJ,5815,Sem Parceria,0,1,0,0,0,1,1
23324,RJ,5815,Sem Parceria,1,0,0,0,0,0,3
23325,RJ,5815,Sem Parceria,1,0,0,1,1,0,1
23326,RJ,5815,Sem Parceria,1,1,0,0,0,0,1
23327,RJ,5817,Sem Parceria,0,0,0,0,0,1,6
23328,RJ,5817,Sem Parceria,0,0,1,0,0,0,5
23329,RJ,5817,Sem Parceria,0,1,0,0,0,0,4
23330,RJ,5817,Sem Parceria,1,0,0,0,0,0,1
23331,RJ,5819,Sem Parceria,0,0,0,0,0,1,363
23332,RJ,5819,Sem Parceria,0,0,0,0,1,0,11
23333,RJ,5819,Sem Parceria,0,0,0,1,0,0,36
23334,RJ,5819,Sem Parceria,0,0,0,1,1,0,6
23335,RJ,5819,Sem Parceria,0,0,1,0,0,0,454
23336,RJ,5819,Sem Parceria,0,0,1,0,0,1,3
23337,RJ,5819,Sem Parceria,0,0,1,0,1,0,1
23338,RJ,5819,Sem Parceria,0,0,1,1,0,0,4
23339,RJ,5819,Sem Parceria,0,0,1,1,1,0,3
23340,RJ,5819,Sem Parceria,0,1,0,0,0,0,27
23341,RJ,5819,Sem Parceria,0,1,0,0,0,1,3
23342,RJ,5819,Sem Parceria,1,0,0,0,0,0,49
23343,RJ,5819,Sem Parceria,1,0,0,0,0,1,4
23344,RJ,5819,Sem Parceria,1,0,0,0,1,0,1
23345,RJ,5819,Sem Parceria,1,0,0,1,0,0,3
23346,RJ,5819,Sem Parceria,1,0,0,1,1,0,3
23347,RJ,5819,Sem Parceria,1,0,1,0,0,0,5
23348,RJ,5819,Sem Parceria,1,1,0,0,0,0,10
23349,RJ,5821,Sem Parceria,0,0,0,0,0,1,8
23350,RJ,5821,Sem Parceria,0,0,0,1,0,0,3
23351,RJ,5821,Sem Parceria,0,0,0,1,1,0,1
23352,RJ,5821,Sem Parceria,0,0,1,0,0,0,14
23353,RJ,5821,Sem Parceria,0,1,0,0,0,0,1
23354,RJ,5823,Sem Parceria,0,0,0,0,0,1,7
23355,RJ,5823,Sem Parceria,0,0,0,0,1,0,4
23356,RJ,5823,Sem Parceria,0,0,0,1,0,0,1
23357,RJ,5823,Sem Parceria,0,0,0,1,1,0,3
23358,RJ,5823,Sem Parceria,0,0,1,0,0,0,32
23359,RJ,5823,Sem Parceria,0,0,1,1,1,0,1
23360,RJ,5823,Sem Parceria,0,1,0,0,0,0,4
23361,RJ,5823,Sem Parceria,1,0,0,0,0,0,2
23362,RJ,5823,Sem Parceria,1,0,1,0,0,0,1
23363,RJ,5823,Sem Parceria,1,1,0,0,0,0,3
23364,RJ,5823,Sem Parceria,1,1,1,0,0,0,4
23365,RJ,5825,Sem Parceria,0,0,0,0,0,1,22
23366,RJ,5825,Sem Parceria,0,0,0,0,1,0,6
23367,RJ,5825,Sem Parceria,0,0,0,1,0,0,5
23368,RJ,5825,Sem Parceria,0,0,0,1,1,0,2
23369,RJ,5825,Sem Parceria,0,0,1,0,0,0,59
23370,RJ,5825,Sem Parceria,0,0,1,0,1,0,4
23371,RJ,5825,Sem Parceria,0,0,1,1,1,0,1
23372,RJ,5825,Sem Parceria,0,1,0,0,0,0,2
23373,RJ,5825,Sem Parceria,1,0,0,0,0,0,23
23374,RJ,5825,Sem Parceria,1,0,0,1,0,0,2
23375,RJ,5825,Sem Parceria,1,1,0,0,0,0,7
23376,RJ,5825,Sem Parceria,1,1,0,1,1,0,1
23377,RJ,5827,Sem Parceria,0,0,0,0,0,1,8
23378,RJ,5827,Sem Parceria,0,0,0,0,1,0,1
23379,RJ,5827,Sem Parceria,0,0,0,1,0,0,4
23380,RJ,5827,Sem Parceria,0,0,0,1,1,0,3
23381,RJ,5827,Sem Parceria,0,0,1,0,0,0,21
23382,RJ,5827,Sem Parceria,0,0,1,0,1,0,1
23383,RJ,5827,Sem Parceria,0,0,1,1,0,0,1
23384,RJ,5827,Sem Parceria,0,0,1,1,1,0,3
23385,RJ,5827,Sem Parceria,0,1,0,0,0,0,2
23386,RJ,5827,Sem Parceria,1,0,0,0,0,0,2
23387,RJ,5829,Sem Parceria,0,0,0,0,0,1,16
23388,RJ,5829,Sem Parceria,0,0,0,0,1,0,2
23389,RJ,5829,Sem Parceria,0,0,0,1,0,0,3
23390,RJ,5829,Sem Parceria,0,0,1,0,0,0,15
23391,RJ,5829,Sem Parceria,1,0,0,0,0,0,2
23392,RJ,5829,Sem Parceria,1,0,1,0,0,0,1
23393,RJ,5829,Sem Parceria,1,1,0,0,0,0,1
23394,RJ,5831,Sem Parceria,0,0,0,0,0,1,6
23395,RJ,5831,Sem Parceria,0,0,0,0,1,0,1
23396,RJ,5831,Sem Parceria,0,0,0,1,0,0,1
23397,RJ,5831,Sem Parceria,0,0,1,0,0,0,13
23398,RJ,5831,Sem Parceria,0,1,0,0,0,0,1
23399,RJ,5831,Sem Parceria,1,0,0,0,0,0,10
23400,RJ,5833,Sem Parceria,0,0,0,0,0,1,401
23401,RJ,5833,Sem Parceria,0,0,0,0,1,0,9
23402,RJ,5833,Sem Parceria,0,0,0,1,0,0,10
23403,RJ,5833,Sem Parceria,0,0,0,1,1,0,7
23404,RJ,5833,Sem Parceria,0,0,1,0,0,0,512
23405,RJ,5833,Sem Parceria,0,0,1,0,0,1,1
23406,RJ,5833,Sem Parceria,0,0,1,0,1,0,2
23407,RJ,5833,Sem Parceria,0,0,1,1,0,0,1
23408,RJ,5833,Sem Parceria,0,0,1,1,1,0,1
23409,RJ,5833,Sem Parceria,0,1,0,0,0,0,32
23410,RJ,5833,Sem Parceria,0,1,1,0,0,0,1
23411,RJ,5833,Sem Parceria,1,0,0,0,0,0,20
23412,RJ,5833,Sem Parceria,1,0,0,1,0,0,2
23413,RJ,5833,Sem Parceria,1,0,0,1,1,0,1
23414,RJ,5833,Sem Parceria,1,0,1,0,0,0,1
23415,RJ,5833,Sem Parceria,1,1,0,0,0,0,1
23416,RJ,5833,Sem Parceria,1,1,0,0,0,1,1
23417,RJ,5835,Sem Parceria,0,0,0,0,0,1,10
23418,RJ,5835,Sem Parceria,0,0,0,1,0,0,5
23419,RJ,5835,Sem Parceria,0,0,0,1,1,0,1
23420,RJ,5835,Sem Parceria,0,0,1,0,0,0,5
23421,RJ,5835,Sem Parceria,1,0,0,0,0,0,1
23422,RJ,5837,Sem Parceria,0,0,0,0,0,1,94
23423,RJ,5837,Sem Parceria,0,0,0,0,1,0,4
23424,RJ,5837,Sem Parceria,0,0,0,1,0,0,10
23425,RJ,5837,Sem Parceria,0,0,0,1,1,0,3
23426,RJ,5837,Sem Parceria,0,0,1,0,0,0,222
23427,RJ,5837,Sem Parceria,0,0,1,1,1,0,1
23428,RJ,5837,Sem Parceria,0,1,0,0,0,0,9
23429,RJ,5837,Sem Parceria,1,0,0,0,0,0,9
23430,RJ,5837,Sem Parceria,1,0,0,0,0,1,3
23431,RJ,5837,Sem Parceria,1,0,0,1,0,0,1
23432,RJ,5837,Sem Parceria,1,1,0,0,0,0,1
23433,RJ,5839,Sem Parceria,0,0,0,0,0,1,37
23434,RJ,5839,Sem Parceria,0,0,0,0,1,0,3
23435,RJ,5839,Sem Parceria,0,0,0,1,0,0,8
23436,RJ,5839,Sem Parceria,0,0,1,0,0,0,94
23437,RJ,5839,Sem Parceria,0,0,1,0,1,0,3
23438,RJ,5839,Sem Parceria,0,1,0,0,0,0,2
23439,RJ,5839,Sem Parceria,1,0,0,0,0,0,4
23440,RJ,5839,Sem Parceria,1,0,0,1,0,1,1
23441,RJ,5841,Sem Parceria,0,0,0,0,0,1,18
23442,RJ,5841,Sem Parceria,0,0,0,1,0,0,6
23443,RJ,5841,Sem Parceria,0,0,0,1,1,0,1
23444,RJ,5841,Sem Parceria,0,0,1,0,0,0,37
23445,RJ,5841,Sem Parceria,0,1,0,0,0,0,3
23446,RJ,5841,Sem Parceria,0,1,0,0,0,1,1
23447,RJ,5841,Sem Parceria,0,1,0,1,0,1,1
23448,RJ,5841,Sem Parceria,1,0,1,0,0,0,1
23449,RJ,5841,Sem Parceria,1,1,1,0,0,0,1
23450,RJ,5843,Sem Parceria,0,0,0,0,0,1,102
23451,RJ,5843,Sem Parceria,0,0,0,0,1,0,3
23452,RJ,5843,Sem Parceria,0,0,0,1,0,0,23
23453,RJ,5843,Sem Parceria,0,0,0,1,1,0,3
23454,RJ,5843,Sem Parceria,0,0,0,1,1,1,1
23455,RJ,5843,Sem Parceria,0,0,1,0,0,0,72
23456,RJ,5843,Sem Parceria,0,1,0,0,0,0,4
23457,RJ,5843,Sem Parceria,0,1,0,0,0,1,1
23458,RJ,5843,Sem Parceria,1,0,0,0,0,0,6
23459,RJ,5843,Sem Parceria,1,0,0,0,1,0,1
23460,RJ,5843,Sem Parceria,1,0,0,1,0,0,2
23461,RJ,5843,Sem Parceria,1,0,0,1,1,0,1
23462,RJ,5843,Sem Parceria,1,1,0,0,0,0,3
23463,RJ,5845,Sem Parceria,0,0,0,0,0,1,2
23464,RJ,5845,Sem Parceria,0,0,0,1,0,0,1
23465,RJ,5845,Sem Parceria,0,0,1,0,0,0,4
23466,RJ,5847,Sem Parceria,0,0,0,0,0,1,176
23467,RJ,5847,Sem Parceria,0,0,0,0,1,0,7
23468,RJ,5847,Sem Parceria,0,0,0,1,0,0,6
23469,RJ,5847,Sem Parceria,0,0,0,1,1,0,2
23470,RJ,5847,Sem Parceria,0,0,1,0,0,0,156
23471,RJ,5847,Sem Parceria,0,0,1,0,0,1,1
23472,RJ,5847,Sem Parceria,0,0,1,1,0,0,2
23473,RJ,5847,Sem Parceria,0,0,1,1,1,0,1
23474,RJ,5847,Sem Parceria,0,1,0,0,0,0,10
23475,RJ,5847,Sem Parceria,1,0,0,0,0,0,20
23476,RJ,5847,Sem Parceria,1,0,0,0,0,1,2
23477,RJ,5847,Sem Parceria,1,0,0,0,1,0,1
23478,RJ,5847,Sem Parceria,1,0,0,1,0,0,1
23479,RJ,5847,Sem Parceria,1,0,1,0,0,0,15
23480,RJ,5847,Sem Parceria,1,0,1,0,1,0,1
23481,RJ,5849,Sem Parceria,0,0,0,0,0,1,86
23482,RJ,5849,Sem Parceria,0,0,0,0,1,0,1
23483,RJ,5849,Sem Parceria,0,0,0,1,0,0,3
23484,RJ,5849,Sem Parceria,0,0,0,1,1,0,2
23485,RJ,5849,Sem Parceria,0,0,1,0,0,0,124
23486,RJ,5849,Sem Parceria,0,0,1,1,0,0,1
23487,RJ,5849,Sem Parceria,0,1,0,0,0,0,3
23488,RJ,5849,Sem Parceria,0,1,0,1,0,0,1
23489,RJ,5849,Sem Parceria,1,0,0,0,0,0,4
23490,RJ,5849,Sem Parceria,1,0,0,1,0,0,1
23491,RJ,5849,Sem Parceria,1,1,0,1,0,0,1
23492,RJ,5851,Sem Parceria,0,0,0,0,0,1,11
23493,RJ,5851,Sem Parceria,0,0,0,1,0,0,1
23494,RJ,5851,Sem Parceria,0,0,1,0,0,0,25
23495,RJ,5851,Sem Parceria,0,1,0,0,0,0,1
23496,RJ,5853,Sem Parceria,0,0,0,0,0,1,92
23497,RJ,5853,Sem Parceria,0,0,0,0,1,0,2
23498,RJ,5853,Sem Parceria,0,0,0,1,0,0,6
23499,RJ,5853,Sem Parceria,0,0,1,0,0,0,101
23500,RJ,5853,Sem Parceria,0,0,1,0,1,0,1
23501,RJ,5853,Sem Parceria,1,0,0,0,0,0,5
23502,RJ,5855,Sem Parceria,0,0,0,0,0,1,18
23503,RJ,5855,Sem Parceria,0,0,1,0,0,0,10
23504,RJ,5855,Sem Parceria,1,1,0,0,0,0,1
23505,RJ,5857,Sem Parceria,0,0,0,0,0,1,23
23506,RJ,5857,Sem Parceria,0,0,0,1,0,0,2
23507,RJ,5857,Sem Parceria,0,0,0,1,1,0,1
23508,RJ,5857,Sem Parceria,0,0,1,0,0,0,34
23509,RJ,5857,Sem Parceria,0,1,0,0,0,0,1
23510,RJ,5857,Sem Parceria,1,0,0,0,0,0,3
23511,RJ,5857,Sem Parceria,1,0,0,0,0,1,2
23512,RJ,5859,Sem Parceria,0,0,0,0,0,1,15
23513,RJ,5859,Sem Parceria,0,0,0,0,1,0,3
23514,RJ,5859,Sem Parceria,0,0,0,1,0,0,1
23515,RJ,5859,Sem Parceria,0,0,1,0,0,0,24
23516,RJ,5859,Sem Parceria,0,0,1,1,1,0,1
23517,RJ,5859,Sem Parceria,0,1,0,0,0,0,4
23518,RJ,5859,Sem Parceria,1,0,0,0,0,0,4
23519,RJ,5859,Sem Parceria,1,0,1,0,0,0,1
23520,RJ,5861,Sem Parceria,0,0,0,0,0,1,11
23521,RJ,5861,Sem Parceria,0,0,0,0,1,0,1
23522,RJ,5861,Sem Parceria,0,0,0,1,0,0,6
23523,RJ,5861,Sem Parceria,0,0,0,1,1,0,2
23524,RJ,5861,Sem Parceria,0,0,1,0,0,0,8
23525,RJ,5861,Sem Parceria,0,1,0,0,0,0,3
23526,RJ,5861,Sem Parceria,1,0,0,0,0,0,2
23527,RJ,5861,Sem Parceria,1,0,0,1,0,0,1
23528,RJ,5863,Sem Parceria,0,0,0,0,0,1,165
23529,RJ,5863,Sem Parceria,0,0,0,1,0,0,1
23530,RJ,5863,Sem Parceria,0,0,1,0,0,0,87
23531,RJ,5863,Sem Parceria,0,0,1,0,1,0,2
23532,RJ,5863,Sem Parceria,0,1,0,0,0,0,7
23533,RJ,5863,Sem Parceria,1,0,0,0,0,0,2
23534,RJ,5863,Sem Parceria,1,0,1,0,0,0,1
23535,RJ,5865,Sem Parceria,0,0,0,0,0,1,660
23536,RJ,5865,Sem Parceria,0,0,0,0,1,0,3
23537,RJ,5865,Sem Parceria,0,0,0,1,0,0,4
23538,RJ,5865,Sem Parceria,0,0,0,1,1,0,2
23539,RJ,5865,Sem Parceria,0,0,1,0,0,0,241
23540,RJ,5865,Sem Parceria,0,0,1,0,0,1,5
23541,RJ,5865,Sem Parceria,0,0,1,1,0,0,1
23542,RJ,5865,Sem Parceria,0,1,0,0,0,0,12
23543,RJ,5865,Sem Parceria,0,1,0,0,0,1,2
23544,RJ,5865,Sem Parceria,0,1,0,1,0,0,1
23545,RJ,5865,Sem Parceria,1,0,0,0,0,0,25
23546,RJ,5865,Sem Parceria,1,0,0,0,0,1,1
23547,RJ,5865,Sem Parceria,1,0,0,1,1,1,1
23548,RJ,5865,Sem Parceria,1,0,1,0,0,0,1
23549,RJ,5865,Sem Parceria,1,0,1,0,0,1,1
23550,RJ,5865,Sem Parceria,1,1,0,0,0,0,1
23551,RJ,5867,Sem Parceria,0,0,0,0,0,1,203
23552,RJ,5867,Sem Parceria,0,0,0,0,1,0,3
23553,RJ,5867,Sem Parceria,0,0,0,1,0,0,13
23554,RJ,5867,Sem Parceria,0,0,0,1,0,1,1
23555,RJ,5867,Sem Parceria,0,0,0,1,1,0,3
23556,RJ,5867,Sem Parceria,0,0,1,0,0,0,144
23557,RJ,5867,Sem Parceria,0,0,1,0,0,1,1
23558,RJ,5867,Sem Parceria,0,0,1,0,1,0,2
23559,RJ,5867,Sem Parceria,0,1,0,0,0,0,13
23560,RJ,5867,Sem Parceria,1,0,0,0,0,0,8
23561,RJ,5867,Sem Parceria,1,0,0,1,0,0,3
23562,RJ,5867,Sem Parceria,1,0,1,0,0,0,1
23563,RJ,5867,Sem Parceria,1,1,0,0,0,0,6
23564,RJ,5869,Sem Parceria,0,0,0,0,0,1,307
23565,RJ,5869,Sem Parceria,0,0,0,0,1,0,17
23566,RJ,5869,Sem Parceria,0,0,0,1,0,0,12
23567,RJ,5869,Sem Parceria,0,0,0,1,0,1,2
23568,RJ,5869,Sem Parceria,0,0,0,1,1,0,2
23569,RJ,5869,Sem Parceria,0,0,1,0,0,0,662
23570,RJ,5869,Sem Parceria,0,0,1,0,0,1,1
